id,Year,Player,Year Position,Career Position,Age,Ht:ins,Ht:cm,Wt:lbs,Wt:kgs,DRB,STL,BLK,TRB,ORB,AST,PTS,FG,FGA,FG%,eFG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TOV,Personal Fouls,Games Played,Games Started,Minutes Per Seasom,Team,YearBorn,DOB,Birth State,Birth City,collage,college,Player Rating
708,2011,Anthony Carter,PG,G,35,1-Jun,185,190,86,32,18,5,39,7,43,84,35,76,0.461,0.513,8,28,0.286,27,48,0.563,6,6,1,25,30,19,0,310,NYK,1975,16-Jun-75,Milwaukee,Wisconsin,University of Hawaii,University of Hawaii,11.1
709,2012,Anthony Carter,PG,G,36,1-Jun,185,190,86,28,8,4,33,5,34,47,17,53,0.321,0.368,5,17,0.294,12,36,0.333,8,10,0.8,17,20,24,0,209,TOR,1975,16-Jun-75,Milwaukee,Wisconsin,University of Hawaii,University of Hawaii,8.7
716,2013,Anthony Davis,PF,F-C,19,10-Jun,206,253,97,357,75,112,522,165,63,867,349,676,0.516,0.516,0,6,0,349,670,0.521,169,225,0.751,89,158,64,60,1846,NOH,1968,11-Mar-93,Oakland,California,University of Texas at El Paso,University of Kentucky,21.7
717,2014,Anthony Davis,PF,F-C,20,10-Jun,206,253,97,466,89,189,673,207,105,1394,522,1005,0.519,0.52,2,9,0.222,520,996,0.522,348,440,0.791,109,200,67,66,2358,NOP,1968,11-Mar-93,Oakland,California,University of Texas at El Paso,University of Kentucky,26.5
761,2010,Anthony Johnson,PG,G,35,3-Jun,196,190,97,40,11,1,48,8,63,130,49,111,0.441,0.5,13,39,0.333,36,72,0.5,19,20,0.95,26,32,31,0,406,ORL,1932,2-Oct-74,Los Angeles,California,University of Portland,College of Charleston,12.4
794,2010,Anthony Morrow,SG,G,24,5-Jun,196,210,95,198,65,16,259,61,104,899,329,703,0.468,0.568,140,307,0.456,189,396,0.477,101,114,0.886,84,158,69,37,2018,GSW,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,14
795,2011,Anthony Morrow,SG,G,25,5-Jun,196,210,95,135,19,7,172,37,68,764,279,620,0.45,0.539,110,260,0.423,169,360,0.469,96,107,0.897,54,135,58,47,1856,NJN,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,12.1
796,2012,Anthony Morrow,SG,G,26,5-Jun,196,210,95,96,46,9,127,31,61,747,272,658,0.413,0.494,106,286,0.371,166,372,0.446,97,104,0.933,70,86,62,18,1636,NJN,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,13.1
797,2013,Anthony Morrow,SG,G,27,5-Jun,196,210,95,19,13,1,30,11,13,164,64,145,0.441,0.497,16,43,0.372,48,102,0.471,20,22,0.909,8,43,41,1,383,TOT,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,12
798,2013,Anthony Morrow,SG,G,27,5-Jun,196,210,95,16,12,1,26,10,9,125,47,111,0.423,0.491,15,38,0.395,32,73,0.438,16,18,0.889,4,33,24,1,301,ATL,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,12.3
799,2013,Anthony Morrow,SG,G,27,5-Jun,196,210,95,3,1,0,4,1,4,39,17,34,0.5,0.515,1,5,0.2,16,29,0.552,4,4,1,4,10,17,0,82,DAL,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,10.9
800,2014,Anthony Morrow,SG,G,28,5-Jun,196,210,95,111,38,12,140,29,59,636,238,520,0.458,0.542,88,195,0.451,150,325,0.462,72,87,0.828,51,102,76,9,1426,NOP,1985,27-Sep-85,Charlotte,North Carolina,Georgia Institute of Technology,Georgia Institute of Technology,13.9
812,2010,Anthony Parker,SG,G,34,6-Jun,198,215,97,201,63,18,231,30,157,595,206,475,0.434,0.547,108,261,0.414,98,214,0.458,75,95,0.789,71,151,81,81,2289,CLE,1975,19-Jun-75,Naperville,Illinois,Bradley University,Bradley University,9.9
813,2011,Anthony Parker,SF,G,35,6-Jun,198,215,97,185,67,10,218,33,218,600,220,552,0.399,0.476,86,227,0.379,134,325,0.412,74,95,0.779,80,109,72,65,2091,CLE,1975,19-Jun-75,Naperville,Illinois,Bradley University,Bradley University,10.5
814,2012,Anthony Parker,SF,G,36,6-Jun,198,215,97,128,38,7,138,10,120,367,141,326,0.433,0.509,50,138,0.362,91,188,0.484,35,56,0.625,50,65,51,51,1280,CLE,1975,19-Jun-75,Naperville,Illinois,Bradley University,Bradley University,10.9
832,2010,Anthony Randolph,C,F,20,10-Jun,208,205,92,142,28,51,215,73,42,384,137,309,0.443,0.445,1,5,0.2,136,304,0.447,109,136,0.801,49,92,33,8,749,GSW,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,18.7
833,2011,Anthony Randolph,C-PF,F,21,10-Jun,208,205,92,117,22,24,160,43,33,305,123,264,0.466,0.468,1,4,0.25,122,260,0.469,58,86,0.674,53,62,40,3,590,TOT,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,16.2
834,2011,Anthony Randolph,PF,F,21,10-Jun,208,205,92,29,4,8,40,11,7,35,14,45,0.311,0.322,1,4,0.25,13,41,0.317,6,12,0.5,10,15,17,0,127,NYK,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,7.6
835,2011,Anthony Randolph,C,F,21,10-Jun,208,205,92,88,18,16,120,32,26,270,109,219,0.498,0.498,0,0,,109,219,0.498,52,74,0.703,43,47,23,3,463,MIN,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,18.5
836,2012,Anthony Randolph,PF,F,22,10-Jun,208,205,92,81,13,35,123,42,19,252,94,200,0.47,0.47,0,1,0,94,199,0.472,64,84,0.762,40,56,34,5,517,MIN,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,17.6
837,2013,Anthony Randolph,PF,F,23,10-Jun,208,205,92,66,19,21,95,29,12,143,56,114,0.491,0.491,0,8,0,56,106,0.528,31,45,0.689,37,41,39,0,329,DEN,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,15.6
838,2014,Anthony Randolph,PF,F,24,10-Jun,208,205,92,102,26,19,122,20,32,206,68,176,0.386,0.438,18,61,0.295,50,115,0.435,52,69,0.754,39,64,43,5,527,DEN,1989,15-Jul-89,Worzbach,Germany,Louisiana State University,Louisiana State University,12.2
851,2010,Anthony Tolliver,PF,F-C,24,8-Jun,203,240,108,236,32,33,320,84,87,539,193,449,0.43,0.486,50,152,0.329,143,297,0.481,103,134,0.769,46,128,46,29,1427,TOT,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,13.6
852,2010,Anthony Tolliver,PF,F-C,24,8-Jun,203,240,108,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,,0,1,2,0,4,POR,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,-11.5
853,2010,Anthony Tolliver,PF,F-C,24,8-Jun,203,240,108,235,32,33,319,84,87,539,193,448,0.431,0.487,50,151,0.331,143,297,0.481,103,134,0.769,46,127,44,29,1423,GSW,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,13.7
854,2011,Anthony Tolliver,SF,F-C,25,8-Jun,203,240,108,203,28,28,295,92,82,434,141,313,0.45,0.526,47,115,0.409,94,198,0.475,105,131,0.802,49,145,65,4,1362,MIN,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,13.3
855,2012,Anthony Tolliver,SF,F-C,26,8-Jun,203,240,108,103,18,19,153,50,22,208,71,182,0.39,0.459,25,101,0.248,46,81,0.568,41,55,0.745,35,86,51,0,882,MIN,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,8.3
856,2013,Anthony Tolliver,SF,F-C,27,8-Jun,203,240,108,124,15,12,155,31,32,253,82,216,0.38,0.484,45,133,0.338,37,83,0.446,44,51,0.863,36,66,62,11,963,ATL,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,8.4
857,2014,Anthony Tolliver,PF,F-C,28,8-Jun,203,240,108,135,19,15,168,33,42,393,129,307,0.42,0.586,102,247,0.413,27,60,0.45,33,41,0.805,23,82,64,9,1298,CHA,1985,1-Jun-85,Springfield,Missouri,Creighton University,Creighton University,11
902,2010,Antoine Wright,SF,G-F,25,7-Jun,201,210,95,152,30,11,190,38,71,435,162,399,0.406,0.479,58,173,0.335,104,226,0.46,53,77,0.688,58,134,67,10,1392,TOR,1984,6-Feb-84,West Covina,California,Texas A&M University,Texas A&M University,8.6
903,2011,Antoine Wright,SG,G-F,26,7-Jun,201,210,95,1,1,0,3,2,0,2,1,8,0.125,0.125,0,4,0,1,4,0.25,0,0,,1,3,7,0,31,SAC,1984,6-Feb-84,West Covina,California,Texas A&M University,Texas A&M University,-4.8
904,2010,Antonio Anderson,SF,G,24,6-Jun,188,215,83,0,0,0,1,1,0,2,1,3,0.333,0.333,0,0,,1,3,0.333,0,0,,1,1,1,0,15,OKC,1945,5-Jun-85,Buffalo,New York,Canisius College,University of Memphis,-1.7
921,2011,Antonio Daniels,PG,G,35,4-Jun,193,195,88,5,0,0,5,0,2,6,2,5,0.4,0.4,0,2,0,2,3,0.667,2,2,1,1,0,4,0,35,PHI,1975,19-Mar-75,Columbus,Ohio,Bowling Green State University,Bowling Green State University,6.7
972,2010,Antonio McDyess,PF,F-C,35,9-Jun,206,220,99,306,43,32,455,149,83,446,205,428,0.479,0.479,0,2,0,205,426,0.481,36,57,0.632,79,147,77,50,1617,SAS,1974,7-Sep-74,Quitman,Mississippi,University of Alabama,University of Alabama,12.2
973,2011,Antonio McDyess,PF,F-C,36,9-Jun,206,220,99,273,36,39,395,122,84,390,169,344,0.491,0.491,0,1,0,169,343,0.493,52,77,0.675,72,163,73,16,1387,SAS,1974,7-Sep-74,Quitman,Mississippi,University of Alabama,University of Alabama,12.8
990,2014,Archie Goodwin,SG,G,19,5-Jun,196,200,90,62,20,11,87,25,20,194,76,167,0.455,0.47,5,36,0.139,71,131,0.542,37,55,0.673,44,45,52,0,533,PHO,1994,17-Aug-94,Little Rock,Arkansas,University of Kentucky,University of Kentucky,10.3
998,2014,Arinze Onuaku,PF,C,26,9-Jun,206,255,115,6,0,0,8,2,3,3,1,5,0.2,0.2,0,0,,1,5,0.2,1,2,0.5,1,3,5,0,30,TOT,1987,13-Jul-87,Lanham,Maryland,Syracuse University,Syracuse University,3.8
999,2014,Arinze Onuaku,PF,C,26,9-Jun,206,255,115,5,0,0,7,2,3,3,1,4,0.25,0.25,0,0,,1,4,0.25,1,2,0.5,1,3,3,0,25,NOP,1987,13-Jul-87,Lanham,Maryland,Syracuse University,Syracuse University,5.6
1000,2014,Arinze Onuaku,PF,C,26,9-Jun,206,255,115,1,0,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,,0,0,2,0,5,CLE,1987,13-Jul-87,Lanham,Maryland,Syracuse University,Syracuse University,-5.3
1020,2011,Armon Johnson,PG,G,21,3-Jun,196,195,107,25,5,1,36,11,45,110,46,101,0.455,0.48,5,12,0.417,41,89,0.461,13,22,0.591,38,31,38,0,277,POR,1920,23-Feb-89,Gonvick,Minnesota,Bemidji State University,"University of Nevada, Reno",9.3
1021,2012,Armon Johnson,PG,G,22,3-Jun,196,195,107,12,5,0,13,1,11,47,20,43,0.465,0.477,1,3,0.333,19,40,0.475,6,6,1,6,9,9,0,124,TOT,1920,23-Feb-89,Gonvick,Minnesota,Bemidji State University,"University of Nevada, Reno",12.9
1022,2012,Armon Johnson,PG,G,22,3-Jun,196,195,107,1,1,0,1,0,0,2,1,1,1,1,0,0,,1,1,1,0,0,,1,0,1,0,5,POR,1920,23-Feb-89,Gonvick,Minnesota,Bemidji State University,"University of Nevada, Reno",20.7
1023,2012,Armon Johnson,PG,G,22,3-Jun,196,195,107,11,4,0,12,1,11,45,19,42,0.452,0.464,1,3,0.333,18,39,0.462,6,6,1,5,9,8,0,119,NJN,1920,23-Feb-89,Gonvick,Minnesota,Bemidji State University,"University of Nevada, Reno",12.5
1036,2013,Arnett Moultrie,PF,F,22,11-Jun,211,249,112,69,17,10,145,76,10,174,78,134,0.582,0.582,0,0,,78,134,0.582,18,28,0.643,19,43,47,0,542,PHI,1990,18-Nov-90,Queens,New York,Mississippi State University,Mississippi State University,16.7
1037,2014,Arnett Moultrie,PF,F,23,11-Jun,211,249,112,24,8,4,35,11,2,36,16,38,0.421,0.421,0,0,,16,38,0.421,4,5,0.8,7,22,12,2,187,PHI,1990,18-Nov-90,Queens,New York,Mississippi State University,Mississippi State University,6.7
1044,2013,Aron Baynes,C,C,26,10-Jun,208,260,117,20,1,6,32,12,5,43,18,36,0.5,0.5,0,1,0,18,35,0.514,7,12,0.583,11,23,16,0,141,SAS,1986,9-Dec-86,Gisborne,New Zealand,Washington State University,Washington State University,8.8
1045,2014,Aron Baynes,C,C,27,10-Jun,208,260,117,88,2,5,145,57,34,161,71,163,0.436,0.436,0,0,,71,163,0.436,19,21,0.905,36,77,53,4,491,SAS,1986,9-Dec-86,Gisborne,New Zealand,Washington State University,Washington State University,9.7
1051,2010,Arron Afflalo,SG,G,24,5-Jun,196,210,95,193,46,30,252,59,138,724,272,585,0.465,0.557,108,249,0.434,164,336,0.488,72,98,0.735,74,225,82,75,2221,DEN,1985,15-Oct-85,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",10.9
1052,2011,Arron Afflalo,SG,G,25,5-Jun,196,210,95,206,34,31,251,45,168,867,312,627,0.498,0.581,105,248,0.423,207,379,0.546,138,163,0.847,71,153,69,69,2324,DEN,1985,15-Oct-85,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",13.6
1053,2012,Arron Afflalo,SG,G,26,5-Jun,196,210,95,157,36,13,197,40,149,943,329,699,0.471,0.534,88,221,0.398,241,478,0.504,197,247,0.798,85,134,62,62,2086,DEN,1985,15-Oct-85,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",14.7
1054,2013,Arron Afflalo,SF,G,27,5-Jun,196,210,95,210,40,11,239,29,206,1057,397,905,0.439,0.478,72,240,0.3,325,665,0.489,191,223,0.857,138,137,64,64,2307,ORL,1985,15-Oct-85,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",13
1055,2014,Arron Afflalo,SG,G,28,5-Jun,196,210,95,230,35,3,262,32,248,1330,464,1011,0.459,0.522,128,300,0.427,336,711,0.473,274,336,0.815,146,136,73,73,2552,ORL,1985,15-Oct-85,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",16
1113,2010,Austin Daye,SF,F,21,11-Jun,211,220,99,140,25,26,174,34,34,349,137,295,0.464,0.514,29,95,0.305,108,200,0.54,46,56,0.821,48,114,69,4,915,DET,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,12.8
1114,2011,Austin Daye,SF,F,22,11-Jun,211,220,99,210,39,39,274,64,78,537,193,471,0.41,0.483,69,172,0.401,124,299,0.415,82,108,0.759,59,165,72,16,1446,DET,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,13
1115,2012,Austin Daye,SF,F,23,11-Jun,211,220,99,77,22,21,91,14,33,194,73,227,0.322,0.35,13,62,0.21,60,165,0.364,35,43,0.814,40,62,41,4,603,DET,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,7.1
1116,2013,Austin Daye,SF,F,24,11-Jun,211,220,99,107,14,22,123,16,42,247,90,208,0.433,0.531,41,98,0.418,49,110,0.445,26,34,0.765,29,82,55,0,676,TOT,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,12.9
1117,2013,Austin Daye,SF,F,24,11-Jun,211,220,99,53,5,8,63,10,21,122,43,97,0.443,0.552,21,40,0.525,22,57,0.386,15,18,0.833,13,43,24,0,348,DET,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,12.6
1118,2013,Austin Daye,SF,F,24,11-Jun,211,220,99,54,9,14,60,6,21,125,47,111,0.423,0.514,20,58,0.345,27,53,0.509,11,16,0.688,16,39,31,0,328,MEM,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,13.3
1119,2014,Austin Daye,SF,F,25,11-Jun,211,220,99,22,4,4,27,5,8,66,24,68,0.353,0.441,12,37,0.324,12,31,0.387,6,10,0.6,5,18,22,1,148,TOT,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,11
1120,2014,Austin Daye,SF,F,25,11-Jun,211,220,99,5,0,0,7,2,2,8,3,13,0.231,0.231,0,8,0,3,5,0.6,2,3,0.667,0,4,8,0,33,TOR,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,2.4
1121,2014,Austin Daye,SF,F,25,11-Jun,211,220,99,17,4,4,20,3,6,58,21,55,0.382,0.491,12,29,0.414,9,26,0.346,4,7,0.571,5,14,14,1,115,SAS,1988,5-Jun-88,Irvine,California,Gonzaga University,Gonzaga University,13.5
1125,2013,Austin Rivers,SG,G,20,4-Jun,193,200,90,93,26,9,109,16,127,377,145,390,0.372,0.408,28,86,0.326,117,304,0.385,59,108,0.546,74,122,61,26,1418,NOH,1992,1-Aug-92,Santa Monica,California,Duke University,Duke University,5.9
1126,2014,Austin Rivers,PG,G,21,4-Jun,193,200,90,103,45,9,129,26,160,530,192,474,0.405,0.443,36,99,0.364,156,375,0.416,110,173,0.636,77,134,69,4,1339,NOP,1992,1-Aug-92,Santa Monica,California,Duke University,Duke University,11.6
1132,2011,Avery Bradley,PG,G,20,2-Jun,188,180,81,13,9,0,17,4,12,52,23,67,0.343,0.343,0,5,0,23,62,0.371,6,12,0.5,16,20,31,0,162,BOS,1990,26-Nov-90,Tacoma,Washington,University of Texas at Austin,University of Texas at Austin,2.2
1133,2012,Avery Bradley,PG,G,21,2-Jun,188,180,81,81,43,12,115,34,87,484,200,402,0.498,0.525,22,54,0.407,178,348,0.511,62,78,0.795,75,109,64,28,1368,BOS,1990,26-Nov-90,Tacoma,Washington,University of Texas at Austin,University of Texas at Austin,11.3
1134,2013,Avery Bradley,PG,G,22,2-Jun,188,180,81,81,64,19,111,30,104,461,192,478,0.402,0.444,40,126,0.317,152,352,0.432,37,49,0.755,72,129,50,50,1435,BOS,1990,26-Nov-90,Tacoma,Washington,University of Texas at Austin,University of Texas at Austin,8.8
1135,2014,Avery Bradley,PG,G,23,2-Jun,188,180,81,178,63,11,226,48,85,891,361,825,0.438,0.485,79,200,0.395,282,625,0.451,90,112,0.804,96,145,60,58,1855,BOS,1990,26-Nov-90,Tacoma,Washington,University of Texas at Austin,University of Texas at Austin,12.7
1176,2010,Baron Davis,PG,G,30,3-Jun,190,209,94,214,126,43,266,52,598,1145,412,1015,0.406,0.446,82,296,0.277,330,719,0.459,239,291,0.821,211,210,75,73,2523,LAC,1979,13-Apr-79,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",17.4
1177,2011,Baron Davis,PG,G,31,3-Jun,190,209,94,121,78,28,156,35,391,760,289,693,0.417,0.475,81,239,0.339,208,454,0.458,101,131,0.771,146,143,58,44,1649,TOT,1979,13-Apr-79,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",17
1178,2011,Baron Davis,PG,G,31,3-Jun,190,209,94,91,62,22,120,29,299,552,214,515,0.416,0.459,45,152,0.296,169,363,0.466,79,104,0.76,107,114,43,35,1269,LAC,1979,13-Apr-79,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",16.3
1179,2011,Baron Davis,PG,G,31,3-Jun,190,209,94,30,16,6,36,6,92,208,75,178,0.421,0.522,36,87,0.414,39,91,0.429,22,27,0.815,39,29,15,9,380,CLE,1979,13-Apr-79,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",19.3
1180,2012,Baron Davis,PG,G,32,3-Jun,190,209,94,43,34,3,56,13,135,178,68,184,0.37,0.44,26,85,0.306,42,99,0.424,16,24,0.667,76,61,29,14,595,NYK,1979,13-Apr-79,Los Angeles,California,"University of California, Los Angeles","University of California, Los Angeles",10
1228,2010,Ben Gordon,SG,G,26,3-Jun,190,200,90,93,49,6,119,26,166,855,291,699,0.416,0.47,75,234,0.321,216,465,0.465,198,230,0.861,118,147,62,17,1730,DET,1983,4-Apr-83,London,United Kingdom,University of Connecticut,University of Connecticut,14
1229,2011,Ben Gordon,SG,G,27,3-Jun,190,200,90,154,48,16,195,41,171,921,339,770,0.44,0.51,107,266,0.402,232,504,0.46,136,160,0.85,141,178,82,27,2131,DET,1983,4-Apr-83,London,United Kingdom,University of Connecticut,University of Connecticut,12.4
1230,2012,Ben Gordon,SG,G,28,3-Jun,190,200,90,107,34,11,121,14,127,648,234,530,0.442,0.501,63,147,0.429,171,383,0.446,117,136,0.86,115,114,52,21,1398,DET,1983,4-Apr-83,London,United Kingdom,University of Connecticut,University of Connecticut,13.5
1231,2013,Ben Gordon,SG,G,29,3-Jun,190,200,90,112,35,16,130,18,141,840,310,760,0.408,0.482,113,292,0.387,197,468,0.421,107,127,0.843,136,134,75,0,1560,CHA,1983,4-Apr-83,London,United Kingdom,University of Connecticut,University of Connecticut,12.7
1232,2014,Ben Gordon,SG,G,30,3-Jun,190,200,90,24,10,2,27,3,21,99,37,108,0.343,0.38,8,29,0.276,29,79,0.367,17,21,0.81,21,18,19,0,279,CHA,1983,4-Apr-83,London,United Kingdom,University of Connecticut,University of Connecticut,6.4
1236,2013,Ben Hansbrough,PG,G,25,3-Jun,190,203,92,16,7,2,18,2,21,57,15,45,0.333,0.4,6,23,0.261,9,22,0.409,21,27,0.778,18,23,28,0,200,IND,1987,23-Dec-87,Poplar Bluff,Missouri,University of Notre Dame,University of Notre Dame,7.2
1241,2014,Ben McLemore,SG,G,20,5-Jun,196,195,88,182,45,18,235,53,82,720,255,679,0.376,0.446,95,297,0.32,160,382,0.419,115,143,0.804,96,201,82,55,2187,SAC,1993,11-Feb-93,St. Louis,Missouri,University of Kansas,University of Kansas,7.7
1257,2011,Ben Uzoh,PG,G,22,3-Jun,190,205,92,31,13,8,61,30,69,158,61,144,0.424,0.434,3,8,0.375,58,136,0.426,33,56,0.589,25,29,42,0,438,NJN,1988,19-Mar-88,Houston,Texas,University of Tulsa,University of Tulsa,14.7
1258,2012,Ben Uzoh,PG,G,23,3-Jun,190,205,92,48,17,3,67,19,61,81,35,99,0.354,0.354,0,1,0,35,98,0.357,11,19,0.579,19,31,18,8,370,TOT,1988,19-Mar-88,Houston,Texas,University of Tulsa,University of Tulsa,10.9
1259,2012,Ben Uzoh,PG,G,23,3-Jun,190,205,92,2,1,0,4,2,2,4,2,5,0.4,0.4,0,0,,2,5,0.4,0,0,,0,1,2,0,13,CLE,1988,19-Mar-88,Houston,Texas,University of Tulsa,University of Tulsa,21
1260,2012,Ben Uzoh,PG,G,23,3-Jun,190,205,92,46,16,3,63,17,59,77,33,94,0.351,0.351,0,1,0,33,93,0.355,11,19,0.579,19,30,16,8,357,TOR,1988,19-Mar-88,Houston,Texas,University of Tulsa,University of Tulsa,10.5
1276,2010,Ben Wallace,C,F-C,35,9-Jun,206,240,108,352,86,84,597,245,105,381,158,292,0.541,0.541,0,2,0,158,290,0.545,65,160,0.406,64,131,69,67,1975,DET,1974,10-Sep-74,White Hall,Alabama,Virginia Union University,Virginia Union University,15.8
1277,2011,Ben Wallace,C,F-C,36,9-Jun,206,240,108,221,54,54,350,129,72,154,67,149,0.45,0.453,1,2,0.5,66,147,0.449,19,57,0.333,44,81,54,49,1238,DET,1974,10-Sep-74,White Hall,Alabama,Virginia Union University,Virginia Union University,12.3
1278,2012,Ben Wallace,C,F-C,37,9-Jun,206,240,108,188,47,51,269,81,43,85,34,86,0.395,0.401,1,4,0.25,33,82,0.402,16,47,0.34,34,60,62,11,980,DET,1974,10-Sep-74,White Hall,Alabama,Virginia Union University,Virginia Union University,10.7
1307,2013,Bernard James,C,C,27,10-Jun,208,240,108,79,12,38,131,52,6,131,53,103,0.515,0.515,0,2,0,53,101,0.525,25,41,0.61,18,64,46,11,457,DAL,1985,7-Feb-85,Savannah,Georgia,Florida State University,Florida State University,14.7
1308,2014,Bernard James,C,C,28,10-Jun,208,240,108,27,3,8,42,15,3,28,11,23,0.478,0.478,0,1,0,11,22,0.5,6,11,0.545,10,24,30,0,146,DAL,1985,7-Feb-85,Savannah,Georgia,Florida State University,Florida State University,8.5
1583,2012,Blake Ahearn,PG,G,27,2-Jun,188,190,86,2,0,0,2,0,1,10,4,14,0.286,0.357,2,9,0.222,2,5,0.4,0,0,,5,4,4,0,30,UTA,1984,27-May-84,St. Louis,Missouri,Missouri State University,Missouri State University,-7.3
1584,2011,Blake Griffin,PF,F,21,10-Jun,208,251,113,719,63,45,989,270,312,1845,696,1376,0.506,0.508,7,24,0.292,689,1352,0.51,446,695,0.642,223,252,82,82,3112,LAC,1989,16-Mar-89,Oklahoma City,Oklahoma,University of Oklahoma,University of Oklahoma,21.9
1585,2012,Blake Griffin,PF,F,22,10-Jun,208,251,113,499,54,48,717,218,210,1368,561,1022,0.549,0.55,2,16,0.125,559,1006,0.556,244,468,0.521,150,216,66,66,2392,LAC,1989,16-Mar-89,Oklahoma City,Oklahoma,University of Oklahoma,University of Oklahoma,23.4
1586,2013,Blake Griffin,PF,F,23,10-Jun,208,251,113,476,97,50,662,186,299,1440,577,1072,0.538,0.541,5,28,0.179,572,1044,0.548,281,426,0.66,185,231,80,80,2598,LAC,1989,16-Mar-89,Oklahoma City,Oklahoma,University of Oklahoma,University of Oklahoma,22.4
1587,2014,Blake Griffin,PF,F,24,10-Jun,208,251,113,565,92,51,757,192,309,1930,718,1359,0.528,0.533,12,44,0.273,706,1315,0.537,482,674,0.715,224,265,80,80,2863,LAC,1989,16-Mar-89,Oklahoma City,Oklahoma,University of Oklahoma,University of Oklahoma,23.9
1848,2010,Bobby Brown,PG,G,25,2-Jun,193,175,92,29,15,1,38,9,88,215,88,237,0.371,0.426,26,98,0.265,62,139,0.446,13,15,0.867,46,42,45,0,519,TOT,1923,24-Sep-84,Versailles,Ohio,Miami University,"California State University, Fullerton",9.3
